Gender,Age,Annual Income (k$),Spending Score (1-100),KMeans_Cluster,DBSCAN_Cluster
Male,29.092392730776858,29.696834783249297,23.980690825263707,0,0
Female,33.5607314155202,47.202432688803626,78.45466601954396,1,0
Male,53.593760342375965,114.55538739261033,42.70774274714256,2,3
Male,20.228740414619153,54.6351944538207,93.42011505170207,2,-1
Male,66.41880021503452,62.653836173729786,90.86047948240055,1,2
Female,20.034581002381618,20.837129297649465,14.833628403745081,0,-1
Female,69.20636396328477,95.70592759065582,57.3914525096209,1,-1
Male,55.33833086025863,29.56993302810621,47.009493460992495,1,0
Female,46.49049782855905,87.62337509528241,53.498165951952735,2,0
Female,24.55775343531596,75.88710597476502,87.08116755623026,2,0
Male,30.08818827015748,80.35354040717839,34.53646131627877,2,0
Male,30.597209076036044,87.5487939486843,13.227321884024223,0,0
Male,63.38810713640711,61.0497239492589,41.42131330031707,1,0
Male,34.62809491655162,85.64873893786857,74.50835737887883,2,0
Female,52.81363778850073,69.74463360190917,28.959899359521568,1,0
Male,32.01072882049414,112.87928782228391,74.55036933208531,2,-1
Female,20.76916319313875,86.23324368234381,16.57965204494551,2,-1
Female,40.15394173322101,48.5036432098254,47.94306133417938,0,0
Male,46.69694193346398,49.21370219454504,4.555073262773864,0,-1
Female,49.030935863605215,71.67622818166373,53.4228544902815,1,0
Male,47.79284983457682,59.600994177328765,6.149444310914999,0,0
Female,69.3554913498473,48.47682306166058,72.5409927862317,1,4
Male,35.12511404096181,74.85187082338904,16.014607842470472,0,0
Female,21.196771438689645,73.6196486485133,51.385214322221195,2,0
Male,30.53549217401431,58.599275761348345,28.260473162965358,0,0
Female,30.392128637596848,63.97559392915126,27.17770415601367,0,0
Female,36.594407773286406,16.480126858300892,41.207889666784325,0,0
Male,50.49378828948612,43.14978818090875,48.53551253932656,1,0
Male,65.64230006686576,43.016013735178376,47.595396398968425,1,0
Male,49.716426790371244,84.29976340019914,45.94228276411104,2,0
Male,58.77184638022139,13.064852726943414,49.394990022050465,1,-1
Female,67.24591651023229,57.20238258278912,73.9351382473602,1,4
Female,31.701639973191202,87.89345138421,14.09419473915494,0,0
Male,39.082120471454246,55.54884798529351,85.92518307632537,1,0
Female,60.215606331674046,71.94224623887726,93.28161059361203,1,2
Female,46.31160125691537,40.05562439270177,55.356255019057315,1,0
Female,46.661948637656884,67.76372652366446,54.2224553099723,1,0
Female,45.854851964034296,62.260759859316515,93.43176459195645,1,0
Female,58.3839833941695,21.41201556309723,5.0720728533387165,0,-1
Male,38.92850206019097,50.43748628847211,44.85687121128767,0,0
Female,67.24963730029913,120.0986748612138,84.23470829950183,1,-1
Female,67.52889517390543,31.47218504253952,75.50794016131645,1,-1
Female,58.580577865687026,64.64170499214184,34.44955683264651,1,0
Female,47.670234091528485,84.75198512027275,41.75983643301704,2,0
Male,37.44238818692739,29.234694343639532,85.9138578216798,1,-1
Male,39.71339490066293,18.102588352736436,47.17721857914199,0,0
Female,34.139605545654376,59.38998581125851,39.27209990204547,0,0
Female,50.85037688592523,66.84699115908008,70.87420575882504,1,0
Female,28.705785299092327,31.58449447323128,90.70799670901229,1,1
Female,46.30578349895254,18.233920796165286,39.88885736566528,0,0
Female,23.242964901023626,117.26763728730697,0.5330804925738357,2,-1
Male,20.61740055356863,97.61947983925077,98.60517243459675,2,-1
Female,22.966380273575034,76.17106000191593,48.81344524196107,2,0
Male,38.89358726410901,17.572212191057673,3.9765838688403856,0,0
Male,22.349721415404737,52.6411036665064,70.69186148002785,2,0
